metabolite_identification	4	9	12	13	14	20	24	26	27	31	34	36	38	39	40	41	43	42	44	46	47	48	56	61	63	64	66	67	68	69	70	71	72	74	78	79	83	18	1	45	62	84	IRA	CM	CE	SG	80	82	89	94	95	97	99	101	98	104	106	108	109	111	AA	RI	POS 2	POS 3	POS 4	POS 6	POS 8	POS 9	POS 12	POS 13	93	POS 14	POS 15	POS 16	125	126	127	129	130	132	134	136	138	139	A	B	C	D	AI	EA	EB	EM	MC	MM	NC rep	SC rep	ST rep	SA 1	SA 2	SA 3	SA 4	SA 5	SA 6	SA 7	SA 8	SA 9	SA 10	SA 11	SA 12	SA 13	NEG 5	NEG 6	NEG 12	NEG 16	NEG 19	NEG 20	NEG 21	NEG 22	NEG 26	NEG 28	NEG 29	NEG 30	NEG 32	NEG 35	NEG 37	NEG 46	DA 1	DA 2	DA 3	DA 4	DA 5	DA 6	DA 7	DA 8	DA 9	DA 10	DA 11	DA 12	DA 13	DA 14	DA 17	DA 18	DA 21	RIA 1	RIA 2	DA 20	DA 26	DA 24	DA 28	DA 25	DA 23	DA 39	DA 40	DA 41	DA 42	DA 43	DA 44
Propanedioic acid	0	4.913477418	5.178781678	8.05883353	5.677870702	6.277078886	0	5.830075809	6.926434683	6.379574074	5.623170658	5.372347672	6.591158907	4.730309882	5.560840941	6.797146048	5.350910009	5.509984027	5.150129191	4.80794237	5.535573605	7.753746558	4.508955014	4.085313666	5.453996885	5.235183087	8.108102008	8.019713547	4.507955372	4.481624349	6.105103717	4.162618226	4.789387718	5.431656689	4.543208006	4.141516131	5.082428037	5.394355047	4.512023409	6.958312451	4.813587547	5.952771536	3.450956016	3.070745912	1.490451562	1.683583297	1.834979976	1.942785045	2.664943586	5.546010315	0	3.619790077	2.773797354	2.883433831	2.912502547	3.20539134	3.459791937	2.373847125	2.55956614	2.507314716	1.638789933	2.229765134	2.168454556	4.555757815	3.42485227	3.446195338	0.215560706	3.441553438	7.208953632	3.34717755	7.585512838	4.255840879	3.184741104	2.181146662	2.828024734	1.539985102	1.207227967	3.939963695	3.960269605	2.98752429	2.857766689	1.678157027	2.340173972	1.765151595	3.249584446	4.440531133	2.942053375	5.537963284	7.016034189	9.116251365	7.782948626	8.370945872	7.114601751	7.733964936	6.783738595	6.137751536	8.118134318	3.634964433	3.829673572	3.538173152	4.566375917	3.673448025	4.53420232	4.265838762	3.234560616	3.763741853	2.636896432	4.795297162	0	3.018909229	7.334096533	16.56392477	7.90306232	3.966364364	4.669135259	1.048143584	1.007877081	1.73815463	4.959540923	3.264240152	3.573703442	2.568985579	5.285090246	4.700991088	4.664321384	2.979386134	4.939802784	8.581876441	13.45117022	4.929323236	6.717273731	5.819252197	6.223185055	4.930145264	7.600338536	2.813564618	9.030620471	9.804174245	5.655541986	5.982118206	3.306312749	3.352314008	5.928209219	0.719352399	3.44984081	9.360219462	1.556288298	7.454207686	7.93348041	9.902770936	0	2.532682764	2.159116124	1.698014092	2.54717454	2.151555817	2.088237202
Propylene glycol	0.661547162	0.702526329	1.012187814	0.675016976	1.400180033	0.976941347	0.71680305	0.731971267	0.70351303	0.641998509	1.02186957	0.593071054	1.296408769	0.935446734	0.537472253	1.148470354	1.045898549	0.907254233	2.357870656	0.520241244	1.221408415	11.17009455	0.830805912	0.605506999	0.70994611	3.621085499	7.562961596	7.520658187	1.009415957	1.097953534	0.611148851	0.719339405	0.744815643	0.791492314	1.005609547	0.708583069	1.040897217	2.043623362	1.902747431	2.84468365	2.884648411	0.259356187	4.384740475	3.792635622	0.254719943	0.139995525	0.12375676	0.401978679	0.23291448	0.082302592	0.467239636	0.181373463	0.107296287	0.318309584	1.021400904	0.567276335	0.667259423	1.818034711	0.095548445	0.582296075	0.061950393	0.33032185	0.751781561	1.000738147	0.907495893	3.339925523	3.986375555	0.518704734	0.517043715	0.558397879	0.520161406	0.643131763	0.301545346	0.426989062	0.217535315	0.412828141	2.797034043	2.950486802	2.985131181	3.255572689	0.366048515	3.099886786	1.975883695	3.632113551	0.464684128	0.486478223	0.031399495	0.062433848	0.657936566	1.296819132	0.692003548	0.797348578	0.806912933	0.703909744	0.666984088	0.730362501	0.612435884	0.503094434	0.409767579	0.360330142	0.268585672	0.449105177	0.626385468	0.335330006	0.381489907	0.457041476	0.810695291	0.477312644	0.366624538	0.644710072	1.754342151	2.956408311	3.796778723	8.637168376	1.566444696	3.850546306	0.702110802	1.014899383	0.003258904	0.585292581	0.919969236	0.470546635	0.606167472	0.319992249	2.252530549	4.189060326	0.86925409	0.999282848	0.180782752	0.131135593	0.996449147	0.369260951	1.416791784	0.913777083	1.08687282	1.315749008	1.44186826	2.776866515	2.281667136	10.38860248	3.123757271	0.476364979	2.669115975	0	0.288740377	3.075715113	4.216714656	15.14392488	4.087507738	14.11644006	5.60256623	0.054462356	0.674272178	0.066342533	0.1219538	0.368643567	0.274679389
p-Toluic acid	4.733639767	10.90769444	9.16288445	36.05532487	6.097507216	9.228528252	5.90655854	7.164619862	7.56779648	11.60906445	7.536726846	8.850939533	7.815742192	11.41905373	6.696567637	10.69113502	8.787007896	10.65191775	7.110101599	8.361535588	6.949786832	6.501864972	34.48817077	10.04147488	31.81232473	6.698759585	8.572353004	6.712044428	3.301642614	8.733155318	8.190945275	5.967722717	4.613744286	6.656970365	5.859554355	7.419313193	5.968476178	5.943694321	7.460019231	7.620285628	10.43845633	6.664167106	4.798953064	13.03972346	2.663976158	2.151735112	2.295118316	3.640188794	4.721180511	4.102571749	3.059235238	3.521772355	4.243860014	4.153875265	3.65604489	3.748389358	6.529809427	4.416062761	4.174812468	5.166209555	7.299681176	3.639757291	10.98931788	9.435188103	5.756782063	7.639828733	5.251145587	8.679418461	21.09144676	28.27494591	6.368051047	3.611046419	4.841992741	6.389630372	4.472131548	5.64902571	4.177696677	4.930347527	5.493449939	5.395602214	3.739236053	8.488098468	5.148343315	4.480575996	12.26038755	12.82420583	7.460701738	9.882031184	12.86491371	14.06582111	3.900121074	11.68725616	12.51488328	12.88947365	3.032186098	3.100827984	8.633265142	3.195391639	4.122535982	3.358627313	4.383727743	4.268513347	3.805053855	0.854866607	2.719125402	5.439850287	6.153542958	1.137657365	4.891384027	10.80635655	4.543644907	8.611259384	6.254296617	7.563469443	6.423908633	5.058168291	5.873891278	8.685454651	6.965396419	1.465127283	1.129108677	3.745749113	13.6687017	2.147514431	2.490872493	4.018569829	3.584358179	5.485595393	33.77873708	6.483523326	8.221143623	8.014439241	6.440265056	8.368171112	11.86248957	7.676236727	7.805420941	5.92187259	5.661419084	6.54584139	5.409943887	5.353487751	16.71321548	3.480972261	3.250646163	1.352853735	6.026784203	4.471820904	1.225452411	6.039026782	2.423754976	5.452902672	2.445434157	1.710570115	2.046190681	2.461100338	2.575109232
Pyroglutamic acid	0	904.3435412	6526.616995	0	73.95505154	38.3613442	60.90844875	685.1169411	0	303.7103351	7.297966307	0	0	0	0	26.4952196	0	0	927.3717373	0	0	118.5353737	1015.688254	0	0	1.325209539	0	0	0	236.5681456	4.048466918	0	2.601605531	0	33.60177844	1.330079317	124.1641923	8.313069692	0	0.423519251	0	0	0	3.414321365	0.794168015	0.562744238	0.387077285	0.68408819	2.579549268	0	0	0	0	0	0	3.583195973	0	0.185729559	0	6.316321199	3.048260144	11.70502306	3.94115013	28.00873115	11.56813446	6.778988739	0.699033004	0	8.279756886	6.604023227	5.923627872	4.831375845	5.039891265	0.351298273	2.272968198	5.739046816	0	1.929086831	2.874635196	0.126407833	0.04465494	7.467473005	1.864354889	6.204901177	0	0	12.86645497	5.137275142	15.76532039	0.213151935	0.127838427	5.120810751	0	0.126940255	0	0	0	0	0	0	0.058413922	0.07453083	4.651126736	0.094616414	0	0	0	2.427001059	1.29621698	1.699168036	0	0	7.711661874	0	0	5.637095609	6.745219856	7.523356117	0	0	5.407148662	4.122311835	0	1.918610713	2.310677377	0	10.34906661	165.4982364	0	38.6439121	315.2918997	451.8140662	0	56.79777786	0	15.22846875	93.69778417	0	53.30787934	15.66852791	7.693083623	0	7.848636218	0.291151017	3.027624916	0	20.33635211	0.083492944	0.074753227	203.0368258	52.19286935	0.634666539	3.948282858	1.158908523	0.516777934	0	0
Ribitol	1.774125767	4.197914081	0.734519582	0.753247553	2.760330763	0.754947654	1.274854814	0.440669179	1.639363852	7.024594963	0.226769739	0.352268184	0.347338643	0.32087261	4.028479038	0.238074014	0.47336236	0.261557009	0.235630809	0.26446369	3.805465167	1.142902108	16.55612009	0.214175677	0.734824686	4.48094417	14.07085296	1.836270152	0.456625695	0.623319532	0.504039147	0.393431899	1.293785456	0.652454995	0.864171835	6.337676074	11.35638675	6.407900721	2.878502654	0.529862491	0.185507802	0.439068478	2.254945245	0.582335177	14.88428648	0.488305833	0.311119533	0.088982408	0.972631012	5.732280602	0.967553227	10.47315201	0.158359242	1.563593339	0.120357911	9.215020776	20.33890584	0.665094232	0.513375516	11.16468206	0.909650466	0.073270355	0.271463571	0.761982289	0	0.009705131	15.55068072	0.574330884	2.259196409	3.457124762	0.102607043	3.500998235	0.106035778	0.16356546	12.82087761	0.843809225	19.49410584	2.265188544	4.932656313	16.31608859	0.819772038	2.000291297	1.319787766	1.185923518	4.111373107	5.343428392	2.294316852	5.734509228	0.738034395	0.985117712	0.997680261	1.048181074	1.625687126	0.829535267	1.868159736	2.429488322	0.902106095	1.734979351	0.62326248	0.497889336	0.513300488	1.681059664	0.850520663	0.784915324	0.998721495	0.882947907	0.711129252	0.990370043	0.3914958	1.730136664	1.27284475	0.994519852	6.158502629	0.244933152	3.595806953	0.144597936	9.13919898	0.535919036	12.40916021	2.431822513	0.526362421	5.879336154	17.20707787	0.897203066	0.910441584	1.215214032	0.226600753	0.324236017	6.960880068	1.385619846	1.078507579	0.141269275	15.97079072	5.191393361	0.200246595	5.083048497	1.044887051	0.266646647	0.256071958	7.84449894	12.86406745	3.427864631	0	11.93568635	24.88680397	5.906267938	8.21743974	1.58389419	3.281217169	4.529434436	1.791371156	9.655047536	1.087810425	1.485222255	2.643037953	14.94381417	8.099978316
Ribonic acid	3.893544446	0.469037573	1.183327182	1.09705162	2.333410566	0	3.388427229	0.946668515	4.164442098	3.131142456	0.981334711	0.677495815	1.029068726	2.249157366	0	0.501569475	0	1.546197234	1.853695857	0	0.590189196	13.3315406	30.64581061	0	3.084355595	0	3.62728538	31.09501474	0	0	1.432167505	0	0.314153497	0	0.3246298	1.20756636	1.654381939	0.663145714	0.533844197	0.649857279	1.755345482	2.152266984	4.814817003	12.71169671	1.911503172	0.408054046	0.785444309	1.103523053	0.492198376	0.772099827	1.255812053	0.696514453	1.175560319	0	4.432157447	2.064259393	10.21200845	2.858045518	0.353018091	4.381042993	0.5067831	4.816933931	4.476072847	3.150446184	3.171895183	3.110114156	2.830526055	2.14550936	3.342054774	2.044643381	8.624933599	0	0.879846033	0.985261664	3.190179304	0.339137025	2.74126101	3.186876676	4.02547574	4.213934492	1.802480692	2.553200121	5.681964639	3.32316611	0.699439241	0	0.433998925	0	1.397494004	1.902948014	0	1.006565185	1.434143754	1.306673875	0	2.292051979	1.502516561	0	0	0	1.081504665	0.62826554	0	0	0	0.99799161	0	0	0.536311895	0	4.189426012	1.464994787	2.780829253	16.93862703	1.944549807	1.498704896	4.960654432	0.434199107	4.12605364	1.047577366	0.744528842	4.245036959	5.609973901	0.592490208	6.719097408	1.375608979	1.987540129	2.243692764	1.983143368	1.290324795	7.729450228	24.32061353	3.727908901	0	2.031852641	0.808050744	2.418431323	1.147776044	2.921032462	9.931758084	3.184461751	3.33113162	5.602667576	1.792761813	3.366669903	4.013692343	139.0101838	8.086756434	2.404403509	4.908118356	2.447891651	0	2.276191189	0.882676852	2.41646006	0.319296871	2.694618945
Stearic acid	1.338775286	1.923966305	1.787931432	1.583291345	1.607421931	1.476798764	1.090095834	1.589166894	1.505452187	1.523048358	1.547317092	1.395450127	1.410233678	1.337641794	1.233945443	1.369869091	1.272071826	1.305012651	1.243500837	1.105712919	1.137120587	1.192821869	1.502449132	1.135373834	1.194996766	1.090747949	0.512802362	1.403729453	1.453918443	1.272903491	1.222347451	1.192135508	1.214633486	1.168363681	1.113711943	1.087616246	1.148870393	1.229513573	1.14779609	1.162665743	1.355564984	1.109283547	0.593524886	0.765109687	0.498868538	0.76442719	0.756719608	0.616398505	0.883881479	0.883445496	0.588469864	1.120955013	1.026089783	0.735740569	0.792620951	0.952038196	0.866335269	0.961589085	0.959937317	0.947987969	0.872325325	0.920717567	0.94094301	0.699674358	1.00001855	0.741637037	0.844624536	0.82546155	0.563882013	0.803244172	0.944473152	0.788540679	0.877085173	0.912200207	0.849875606	1.084248518	1.078272053	1.158097316	1.172314057	1.292599491	1.12582857	1.328447222	1.195520432	1.319096984	1.229560469	1.073165285	1.136638129	1.13840554	1.28589084	1.236313027	1.243388242	1.206575726	1.254698269	1.242399597	1.101146805	1.092439955	1.056609018	1.013449327	1.05722685	1.026799921	1.046534794	1.040610645	1.057172954	0.904458325	1.027246972	0.967715269	1.022804967	1.019281316	0.914488076	0.994498359	1.000399371	0.592707099	0.624236894	1.011187168	1.130970868	0.982734799	1.032409036	1.021092772	0.991171091	1.010075776	0.797053326	0.634579442	0.677289536	1.063583954	0.919590744	1.247972872	0.67783256	0.655875236	0.309728818	0.612681762	1.105458603	1.20780283	0.663130707	0.826378597	0.613156055	1.145499619	0.924761541	0.734451801	0.952376142	1.071572699	0.691056669	0.513059186	1.121665102	0.815007057	0.776252975	1.118349318	1.309456857	1.222741332	1.145660268	1.355693726	1.057591297	0.256046358	0.420060258	0.403926867	0.553726434	0.72991388	0.603407953
Supraene	0.864995046	0.929377688	1.040294881	1.081712878	1.36906334	0.996250146	1.115947119	1.115744315	0.94918113	0.909811001	1.164905916	0.946125092	1.124379333	0.981233755	1.517326849	0.9999788	2.900238657	0.983494267	1.095149213	1.25235923	1.246246641	4.723797403	1.672625643	1.008256484	1.23235909	1.880584434	4.819923119	2.123120006	0.76747805	1.192031892	1.036978918	0.943564789	1.767282788	1.69539061	1.790351783	1.098293166	1.602186456	0.912856234	1.062935676	1.164129414	1.095074227	1.518280973	2.1962268	1.639024552	3.955688159	0.501678197	1.141274154	1.660053761	1.4891975	4.046787923	2.562693121	1.155632936	1.252575866	2.487791199	0	0	2.698687437	2.712373242	1.171865791	2.695805868	1.532352777	3.246308322	3.409719942	3.813699075	2.556424833	1.879393856	2.04291225	2.20012835	0	3.811991098	2.739157646	1.911067152	2.247616972	0	0	0.871299087	0	0	2.199083577	2.804209926	0.361219411	3.300333437	2.870597644	3.658205016	0.931368008	0.317989727	0.863754663	0.984331583	0.729714098	2.150091276	1.154354051	0.628326245	2.847370292	2.480383428	2.37689712	0.887066494	1.334336365	5.077508026	1.938543202	1.148514759	0.720844862	2.302733374	2.044701538	2.35272098	1.828304368	0.660491906	1.243509508	2.374609416	0.863274207	2.306355532	3.536087939	2.627407862	2.474981528	1.402946523	3.087501161	2.472401903	2.863082911	1.332391582	1.914997369	1.559644322	2.098349375	2.219371995	2.265126926	1.215376415	2.599412009	2.685993969	1.057438314	3.193223557	2.329443528	1.767957934	2.512740867	1.440996072	2.098085029	3.218702827	2.219938241	1.159090261	3.782893859	2.488188595	1.654830551	3.149923434	0	4.018355042	2.820794921	1.85757852	1.734499247	4.333906115	13.43460737	2.756252651	5.209109199	4.802191153	3.867058518	2.903497917	0.985836409	0.448735812	3.011337774	2.383692317	1.839048928
4-methyl-Tetradecane	1.123261193	1.080876777	1.103094556	1.133747397	0.851353066	1.207131511	1.208537144	1.255543113	1.218406366	1.311850807	1.206100332	1.20678193	1.289609593	1.336783965	0.890429151	1.3071021	1.279140385	1.281269893	1.253875604	0.88837998	1.309189518	0.903898081	0.740967933	0.803156956	1.267699832	0.957835139	1.178828379	0.820694139	0.853398028	0.909407179	1.33648517	0.974812763	1.321137377	0.992682298	1.012530636	1.412155901	1.014265483	1.213209761	1.496076419	1.539252846	1.772115178	1.368225828	0.917627443	0.792976321	0.453540645	0.452109223	0.508606155	0.476589943	0.643499257	0.64175695	0.548859088	0.608858724	0.648565429	0.708455574	0.602531012	0.631439431	0.664459955	0.62207157	0.639171289	0.636249225	0.636253116	0.619906455	0.99044342	1.368766026	0.996053699	0.905206381	0.860388122	0.82693057	0.789888146	0.84163953	0.769333683	0.831708574	1.187880835	1.244635018	1.291461761	1.323337248	0.836897807	2.642390484	0.927885164	2.547680944	0.971780092	0.870003275	0.920133574	1.003798441	1.324541329	0.883803561	0.867331486	0.873051061	1.370080434	0.600447324	1.196165658	0.653758977	0.707580767	0.85904787	1.181504302	0.728589128	1.161829006	1.038666289	1.03490746	0.999672513	1.058541661	0.243304455	0.218004955	1.083299386	1.029108993	0.938572842	0.936245885	0.988878555	0.89724431	0.98398127	1.048843077	1.021443767	1.008103473	1.11059035	1.139369424	0.89011264	0.876232107	0.910461898	2.572742892	0.837673988	0.793764041	0.807881804	0.750955471	0.855070307	0.85625813	1.05519573	0.792549632	0.823743761	1.179338388	0.766505273	0.725037031	0.942807527	0.859736194	0.96932018	0.822105603	0.943564134	1.015159447	1.054789008	0.691845641	1.136343188	0.991664537	0.951954695	1.192918561	0.74533148	1.284044104	1.125341272	0.198989719	0.315554845	1.107119741	0.202326517	1.012874073	0.521406662	0.564200234	0.460723107	0.411558513	0.538478508	0.52475983
Tetradecane	0.982353844	1.026384267	0.983650012	0.978073587	0.996923431	1.182429738	1.172175907	1.083379805	1.219258155	1.114709315	0.981326871	1.132566365	1.036395545	1.171723113	1.031116096	1.068923835	1.032123658	1.087099471	1.030881297	1.098278413	1.040357145	1.006861482	1.166376692	1.154658695	1.132741748	1.116651917	0.990744869	0.98841259	0.942442866	1.120408825	1.191375253	1.04778967	1.087611623	1.204777989	1.162366492	1.2783054	1.251643359	1.237499428	1.218849552	1.196610976	1.349907886	1.209746734	1.090900943	0.900591301	0.44140936	0.429263087	0.493724095	0.490784761	0.638743081	0.580605699	0.531755897	0.639508678	0.601877068	0.838355379	0.67657832	0.568978601	0.627895516	0.647633559	0.571275793	0.578497866	0.597261016	0.631787495	1.120415954	1.089921246	1.104408387	0.885731011	0.858010993	0.859263861	0.827100022	0.880236461	0.841929932	0.838375738	0.848522739	0.889666145	0.909582746	0.908107798	1.030005194	0.978685093	1.02775913	1.017760659	1.003948471	1.098282155	1.048834708	1.083089355	0.947685668	1.173097242	0.891452499	0.835029044	1.401936132	1.38854755	0.289136055	1.445660966	1.415850404	1.444804874	0.341180799	0.19022997	1.297316354	0.960528328	1.025858626	1.033307794	1.023384148	0.973854739	0.267849905	0.505298996	1.033757145	1.211136908	1.054685902	0.955630297	1.02042269	1.097096065	0.942829563	1.100717948	0.876528016	0.971348155	0.915081619	1.016902158	0.894154945	1.111677675	0.91960547	0.881877131	0.819289512	0.865047133	0.763713148	0.13388416	0.137544322	1.051072038	0.795202725	0.786554611	0.987333819	0.905224927	0.991071899	0.846539357	0.927811894	0.830873684	0.933934053	0.967476265	0.881042616	1.026883188	1.084551959	0.976464119	0.790516216	0.763277947	1.272079547	0.962783936	0.909287916	0.782069822	0.660804945	0.267640337	0.426041286	0.438195847	0.211484712	0.568745433	0.561252353	0.420428602	0.458315382	0.537877764	0.507834815
Tetrahydrogeranyl formate	1.005121436	0.920063659	0.948319129	0.950692649	0.991923772	1.062372433	1.019417607	1.030494662	1.030985888	1.064563804	0.944497913	0.997375678	1.040062106	1.120663829	1.012157029	1.053238845	1.038854454	1.044636723	1.041567206	0.919137689	1.09933611	1.091554095	0.916115377	0.843029583	0.986968685	1.039110064	0.885054189	0.984070716	0.949589704	0.995528845	0.968861351	1.017075852	1.063859139	1.006314157	1.014657364	0.949954079	0.996039827	1.120493327	1.043187382	1.05842042	1.100562374	1.076415798	0.891701885	0.792800054	0.208360665	0.26776271	0.239443686	0.217436986	0.289944327	0.261286901	0.21094115	0.249110794	0.232591733	0.253813638	0.298494458	0.225361059	0.26641699	0.194667718	0.179762332	0.180565493	0.202851945	0.215705938	0.784845619	0.827341762	0.834367935	0.827636411	0.744027881	0.732020636	0.716660201	0.864030768	0.742105658	0.532347896	0.492314978	0.619007681	0.775169339	0.917527131	0.924866645	0.979919262	1.063826023	0.94101719	1.021947472	1.058201769	1.094902855	1.056450708	1.043932478	0.936954225	0.75795476	0.797024258	1.183239629	1.251403695	1.221501333	1.282483534	1.295983435	1.29516044	1.184232359	1.244237997	0.983025194	1.104964812	1.046413489	1.137217916	1.121082316	1.047933155	1.057210042	1.143539885	1.1929788	1.204817486	1.106194436	1.13651038	0.923144815	1.12194589	0.897979144	0.967838004	0.935349247	0.991916146	0.995067126	0.70778915	0.933725643	0.97040402	0.942382112	0.82187603	0.792787032	0.807355588	0.769320414	0.83496153	0.941460385	1.137304345	0.636633149	0.65802791	0.634414298	0.60346665	0.857260131	0.946006711	0.834077659	0.929094712	0.8819267	0.932502431	0.940996166	1.006659013	0.970103909	1.017251221	0.929639111	0.917261963	1.065441553	0.847500038	0.751572582	1.122698738	1.242332378	1.139139797	1.120687913	1.143922589	1.127670348	0.18883366	0.437539596	0.168001546	0.229015681	0.219794291	0.209127573
trans-13-Octadecenoic acid	31.90667593	0	42.59092501	0	0	4.326591509	4.439357598	0	5.870608153	0	0	0	0	27.22441735	0	4.506725938	0	0	17.25985501	0	0	899.406289	54.21133812	0	0	287.9772126	299.7832722	79.28965929	0	0	2.512730413	3.183613094	0	0	0	3.895614481	0	0	0	117.4689256	57.43168571	116.5680855	294.637372	0	79.32944472	0	33.75311215	72.57897702	29.10670204	71.20192526	280.3797711	0	0	252.0271151	191.1058804	58.55516789	225.9492819	50.30524361	0	52.5627182	0	54.8398764	62.50479743	372.616712	126.9781567	209.4933564	141.7950659	26.60722336	259.8859832	418.8731127	0	238.0104764	172.3140409	259.1818992	204.5243415	0	138.2283431	109.0164757	162.8395245	0	0	305.4015147	134.5075457	53.02127935	2.826644177	0	0	0	0	8.892897686	0	3.506952841	6.618729984	1.113320051	0	5.264706492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109.2625328	920.9279152	321.1914421	98.89295778	0	49.34772304	97.2019838	0	80.82230988	0	120.1063551	110.1396279	97.74494121	0	117.2789724	115.1942043	171.7171615	915.0564658	367.8270688	111.3233636	256.243259	455.1820636	369.8281622	106.7043236	303.5748225	222.484057	614.9303733	1072.771804	282.5838411	42.38055926	344.9491889	336.4521039	225.2786845	58.94212637	102.0189549	125.8275122	2.253495329	69.30107145	110.5344264	0	802.243653	624.5356773	386.5614676	234.7071528	196.830989	3.858489549	149.2463322
Tridecane	0.681924902	0.71981315	1.075402548	0.739041805	0.807899493	1.145171395	0.97538611	0.831904805	0.910329833	0.86444254	0.834415872	0.742023565	0.93623545	0.7448029	0.748762515	0.748884614	0.715020566	0.725574591	0.666382499	0.628927341	0.726799537	0.606984227	0.977772391	0.585266049	0.667995736	1.243753883	1.026396777	1.128386884	0.759811425	0.674507211	0.65174011	0.668593764	0.685181024	0.75129484	0.783717903	0.768427914	0.775830362	1.098874159	1.268600459	1.122239179	0.887517119	0.772020128	0.916875937	0.865786445	0.577160898	0.563719132	0.41251595	0.400588851	0.881609563	0.520011715	0.683871921	0.72953582	0.74989947	0.922525741	0.828097189	0.809417399	0.967874069	0.929416594	0.920150761	0.881535473	0.919633694	0.488943327	1.307053101	1.044442644	0.945615937	1.086934393	0.875274689	0.966638375	0.952310921	0.570513047	0.970765821	0.839542625	0.786846083	0.707633254	0.825212643	0.798154507	0.506071589	0.842093575	0.934780517	0.78474948	0.427583094	0.840199373	0.854496827	0.99309251	0.762234238	0.717182726	0.665924515	0.689159865	0.611460169	1.719904768	1.977264482	1.84641978	1.776403588	1.865679058	1.554430037	1.417344592	0.509158302	0.739282467	0.357743548	0.674730362	0.657829536	1.151959998	1.257490566	1.407454874	0.813940025	1.104111999	1.153324588	1.17601664	0.632545801	1.357402084	1.073064268	0.676458752	0.781574948	1.147339532	1.127851534	1.000715116	0.943936596	1.100961252	0.445429056	0.943952234	0.918809174	0.286845201	0.211012103	0.950680834	1.007996945	0.453487266	0.54345556	0.581773532	0.542734746	0.55947717	0.670505482	0.820681486	0.531909646	0.698881918	0.670225407	0.983299627	0.66933034	0.698179443	0.705688976	1.122366224	0.719640374	0.974182897	1.123926085	0.804689738	0.890013614	1.120719641	1.35180812	1.489936355	1.199945657	1.33740653	1.235811664	0.457679463	0.506271467	0.532190557	0.487276322	0.65812013	0.608784764
Tridecanoic acid	0.711509086	0.879795738	0.892108214	0.906760209	0.866536019	1.026991215	0.95924769	0.943079143	0.960098111	0.984708507	0.811528434	0.916410803	0.902468504	0.856150837	0.929186507	0.937554976	0.927867836	0.83873293	0.853194787	0.988152722	0.821965737	0.723703542	0.690321043	0.950640839	1.063715345	0.79424187	1.011000161	0.365331263	0.717923633	0.92580004	1.058116398	1.118365218	1.094210934	1.013514505	1.109339948	1.103184151	0.887083365	1.082913588	1.094583187	0.95801065	0.883852752	0.883398922	0.855827908	0.826870765	0.495337146	0.585161892	0.390241439	0.390427954	0.559142136	0.529150022	0.649116628	0.519256735	0.476403977	0.289916268	0.820337023	0.45677211	0.79773052	0.528622167	0.673790441	0.48917101	0.861864476	0.373033278	1.10774027	1.510266156	1.008406514	1.22595889	1.288677282	0.837688341	1.164513192	1.055321203	0.743753093	1.26860301	0.815473909	1.484984685	0.696987161	0.75784649	1.425924147	1.053521246	0.995157634	0.823553725	0.971623935	1.411148655	1.377661235	0.838209629	1.086840998	1.002272373	0.677743761	0.388528635	1.556307577	1.560558698	1.582893455	1.572951746	1.637399516	1.594503031	1.427679804	1.402999376	1.300412019	1.161139296	1.148473411	1.160954843	1.135277964	1.151078476	1.143631588	1.122387434	1.133558678	1.131322704	1.042558693	1.096924199	1.090168663	1.110556714	1.144344741	1.505628407	1.55009133	0.465103215	0.81739142	0.689737094	1.330517351	0.760559383	0.771016308	0.717083493	1.186981679	1.041766553	1.230412559	0.872718143	1.108643085	1.006446415	0.701676258	1.081208734	1.1011208	0.927213229	0.638836778	0.784229236	1.12131889	0.977878518	1.285983446	0	0	1.523820524	0.645659995	0.828855523	1.137686215	0.951641763	1.452577646	0.704519859	1.173394737	1.424765129	1.460245987	1.010129144	1.217862219	0.979482859	1.313364718	0.147580455	0.559384278	0.450263903	0.634952707	0.490510292	0.587993818
