metabolite_identification	QC-3	QC-4	QC-5	QC-6	QC-7	QC-8	QC-9	QC-10	AS1	AS2	AS3	AS4	AS5	AS6	AS7	AS8	AS9	AS10	AS11	AS12	AS13	AS14	AS15	AS16	AS17	AS18	AS19	AS20	AS21	AS22	AS23	AS24	AS25	AS26	AS27	AS28	AS29	AS30	AS31	AS32	AS33	AS34	AS35	AS36	AS37	AS38	AS39	AS40	FU1	FU2	FU3	FU4	FU5	FU6	FU7	FU8	FU9	FU10	FU11	FU12	FU13	FU14	FU15	FU16	FU17	FU18	FU19	FU20	FU21	FU22	FU23	FU24	FU25	FU26	FU27	FU28	FU29	FU30	FU31	FU32	FU33	FU34	FU35	FU36	FU37	FU38	FU39	FU40
Cellobiose	0.011961326	0.01205182	0.011688839	0.01264961	0.012643522	0.01205287	0.012951008	0.011876018	0.006698677	0.00566555	0.024607122	0.008333332	0.006490342	0.007665315	0.011386439	0.012170528	0.006454527	0.007819643	0.008746576	0.006615286	0.011042016	0.015777799	0.01743778	0.00881433	0.065923363	0.009390926	0.004951596	0.00880528	0.004364802	0.017698582	0.009767358	0.009206046	0.008556468	0.007038121	0.00950873	0.009669019	0.007898869	0.011339886	0.010371852	0.00791867	0.011010957	0.009913611	0.006162373	0.005432353	0.011629108	0.007270705	0.007985986	0.005705585	0.009596958	0.008512393	0.020503221	0.016861851	0.011963775	0.016676333	0.013106333	0.012366542	0.026579646	0.027767812	0.010340181	0.004874602	0.008701871	0.009740452	0.011569888	0.007532928	0.018522463	0.010442802	0.024534094	0.009709618	0.010276719	0.017909972	0.007986045	0.013556673	0.012690482	0.005240609	0.006018435	0.023967689	0.021566253	0.01188511	0.006186162	0.018174929	0.007690095	0.013523297	0.067467918	0.015879536	0.014513645	0.009895186	0.007401015	0.015171062
2'-deoxyguanosine	0.017747775	0.017737594	0.017696414	0.01885087	0.005652401	0.018313097	0.01772327	0.017586955	0.014598189	0.011438087	0.027263646	0.013956699	0.012868333	0.015492416	0.007522371	0.017086292	0.010827486	0.014626027	0.005263093	0.011675866	0.018510173	0.021381469	0.01743778	0.012554885	0.065966699	0.01390982	0.008290129	0.013648245	0.008836815	0.014098215	0.013812009	0.014490239	0.013147684	0.012695903	0.014415953	0.004899121	0.014591405	0.018172105	0.013863011	0.013801573	0.016241424	0.012634938	0.010036246	0.009873765	0.02142849	0.011873985	0.013236313	0.010025299	0.020926153	0.016930571	0.020503221	0.030260489	0.011963775	0.016676333	0.0254048	0.021830741	0.026774018	0.027767812	0.02064051	0.011484878	0.01348287	0.054901431	0.024502761	0.016096435	0.032912577	0.019181099	0.024534094	0.017728461	0.020808523	0.029543628	0.019032334	0.022576457	0.023947861	0.012244936	0.015840634	0.023967689	0.021566253	0.020402863	0.005414899	0.028686623	0.003999483	0.029983368	0.067467918	0.032058741	0.031408745	0.019373018	0.012729817	0.025241732
Ethyl beta-d-glucopyranoside	0.042031463	0.042339352	0.043018088	0.043521	0.041249628	0.045026945	0.040592455	0.047079464	0.066746787	0.018817334	0.018587644	0.045078447	0.007553675	0.044890942	0.017717704	0.082234679	0.02920126	0.022935373	0.020262969	0.010598446	0.007766108	0.032726787	0.031224251	0.017132488	0.431295476	0.02029607	0.013313543	0.026677627	0.013810836	0.112762633	0.021195877	0.018838281	0.031940083	0.006762809	0.015308592	0.021914597	0.021381144	0.027191345	0.014152609	0.0154076	0.038117491	0.03494788	0.02847412	0.008121493	0.036211781	0.014637087	0.048654492	0.01391524	0.070331896	0.038746222	0.018038999	0.071582797	0.01665928	0.059707807	0.015164665	0.06665595	0.200120982	0.172590554	0.041165661	0.015710501	0.054598679	0.028167752	0.015618821	0.026948607	0.132621778	0.043259205	0.061724131	0.026778745	0.014571349	0.102072229	0.023479537	0.100580151	0.001068449	0.000587668	0.027161298	0.128887523	0.117201105	0.038428713	0.025712863	0.016419422	0.015929119	0.048421247	0.387007306	0.020284405	0.017225752	0.01859742	0.039311238	0.061171684
Digalacturonic acid	0.037415799	0.037370456	0.039617325	0.040510032	0.041249628	0.045026945	0.046216689	0.047079464	0.066746787	0.037147786	0.018587644	0.039111768	0.007553675	0.044890942	0.017735774	0.086981018	0.02920126	0.022888259	0.012454614	0.010598446	0.007766108	0.032379465	0.02123777	0.019586768	0.43734408	0.023095063	0.013313543	0.020730674	0.008888843	0.120353861	0.015181106	0.012641087	0.035664483	0.006762809	0.01067067	0.01477666	0.021381144	0.003977737	0.010939745	0.0154076	0.038117491	0.040138735	0.028312671	0.003003777	0.028190612	0.014637087	0.04252913	0.009465214	0.053192532	0.020159277	0.022255696	0.071582797	0.000219218	0.021408349	0.016454242	0.053321226	0.207581973	0.172853895	0.018019291	0.01674008	0.024440388	0.028219299	0.031969739	0.026948607	0.132621778	0.033445484	0.071602758	0.036419245	0.032395418	0.114948247	0.023479537	0.082839667	0.019465929	0.038481892	0.000966749	0.138307741	0.143169361	0.0121706	0.020763023	0.016419422	0.015929119	0.04985111	0.387007306	0.020284405	0.001841068	0.01859742	0.039311238	0.089864486
Dl-dopa	0.007287267	0.00763177	0.003587851	0.003577668	0.007462925	0.004071556	0.008873725	0.004722044	0.011615894	0.006545177	0.003267365	0.00761366	0.004064177	0.007465802	0.005484376	0.009191794	0.004420068	0.004492053	0.003392128	0.001852987	0.004104966	0.005393096	0.005646605	0.004095529	0.003393196	0.002646527	0.002530341	0.003791743	0.004167492	0.003946406	0.004191271	0.004788397	0.003506107	0.002818922	0.004854825	0.004228914	0.004542454	0.010529186	0.0058272	0.004674813	0.005777377	0.003817661	0.002686189	0.002316712	0.008773297	0.003608135	0.001807554	0.002526026	0.013087039	0.008617433	0.015126619	0.015704493	0.017786363	0.013713035	0.015537372	0.007776529	0.01312451	0.011669052	0.006926179	0.006382682	0.010305082	0.010403857	0.015426955	0.01123837	0.020773766	0.004371638	0.009964027	0.004579586	0.006851624	0.005976853	0.00852019	0.007078722	0.010805118	0.00963353	0.009560827	0.008881809	0.008493887	0.010232538	0.004822108	0.010217157	0.003093281	0.007179597	0.003783083	0.012013458	0.007798793	0.005258468	0.005898728	0.007714194
Lactobionic acid	0.002948912	0.002492518	0.003282002	0.003620902	0.003624505	0.002965407	0.003573851	0.003152565	0.002055846	0.001235423	0.001592207	0.001438724	0.001423278	0.001286074	0.000790585	0.001412378	0.001261189	0.003962877	0.001567206	0.001368691	0.000904634	0.001476398	0.000752999	0.001319983	0.001176898	0.000740741	0.000837004	0.00116215	0.002721005	0.000722849	0.001199117	0.000207579	0.000691678	0.001263937	0.000812687	0.000707732	0.001025219	0.002958399	0.001408938	0.00255798	0.002299927	0.001689846	0.001647358	0.005394465	0.002255611	0.00213016	0.003233869	0.000539096	0.005289256	0.001752621	0.000793069	0.001410956	0.00101504	0.001189758	0.001387833	0.00379092	0.001193731	0.002372509	0.003535168	0.001541331	0.002836523	0.001024097	0.001291828	0.003016782	0.003957729	0.003036533	0.002304843	0.00153922	0.003437805	0.001964352	0.003251843	0.001796288	0.003747232	0.002245993	0.001187145	0.002578951	0.002797883	0.003251243	0.002634173	0.00221844	0.003805232	0.002397344	0.004156659	0.002004574	0.00285471	0.001950864	0.001385551	0.00364707
Beta-mannosylglycerate	0.000923952	0.001011102	0.000435403	0.0004052	0.000357518	0.000450476	0.000576242	0.000140658	0.001260708	0.000548501	0.000859162	0.000377529	0.000167765	0.00181337	0.001305989	0.000379228	0.000375625	0.000885189	0.000601686	0.0007567	0.000300679	0.000293721	0.000922343	0.00078793	0.000415327	0.000870134	0.000922591	0.001290663	0.000943851	0.000160104	0.000477932	0.000647811	0.000503434	0.000558946	0.000655078	0.000542767	0.000235204	0.002407883	0.001569851	0.004303696	0.000725973	0.000739181	0.001016015	0.000847565	0.0000704	0.000557892	0.000391577	0.000550778	0.002006072	0.000513149	0.000712162	0.004599584	0.000799618	0.000171018	0.000287964	0.001545988	0.000178053	0.000565294	0.001571568	0.000867694	0.000416976	0.001806527	0.005158061	0.000630618	0.000889511	0.000106958	0.000415648	0.000161975	0.000693883	0.000737862	0.004898872	0.000808756	0.000827312	7.94E-10	0.000202026	0.000792607	0.000392424	0.000322573	0.000247118	0.000693853	0.000382018	0.000173289	0.000472109	0.003106961	0.010348644	0.000376754	0.000307597	0.002318632
Pentacosanoic acid	0.000568578	0.000827935	0.001325682	0.001267552	0.001565262	0.002207719	0.002427562	0.003123264	0.004470069	0.008640818	0.004765515	0.006515974	0.004834718	0.014964778	0.001191621	0.016303584	0.00078396	0.018089811	0.003196358	0.008581788	0.005509706	0.017333491	0.001013391	0.00775685	0.009178292	0.000892293	0.00468576	0.00090134	0.002514196	0.008245133	0.001443731	0.000494742	0.004817743	0.00455909	0.001062175	0.000699698	0.000735111	0.011716612	0.010371803	0.03166058	0.009116742	0.020831648	0.01116567	0.005467336	0.004485645	0.010102964	0.004670179	0.00066667	0.027593521	0.013147415	0.021426612	0.031938628	0.029978734	0.011054501	0.039784071	0.016674933	0.01757459	0.042319772	0.03098104	0.044505496	0.031307609	0.016236444	0.022353373	0.030169406	0.034910005	0.001234399	0.004419053	0.001590273	0.021416696	0.017034623	0.029973035	0.012487388	0.046074038	0.019461181	0.014185106	0.003775456	0.032212511	0.010578596	0.000879508	0.024406699	0.00115357	0.036074228	0.006776929	0.052508058	0.04518672	0.013259723	0.031634943	0.042669231
Palatinitol	0.008304195	0.009198715	0.009235764	0.00998216	0.011745083	0.010302823	0.011547556	0.014439692	0.019144641	0.018865223	0.011460731	0.023048429	0.011161813	0.016607564	0.011435034	0.033290399	0.010367024	0.019982684	0.019361557	0.025383726	0.011032798	0.024137268	0.015757876	0.013332249	0.008766247	0.00939207	0.005445765	0.008822331	0.008324769	0.009143422	0.012148453	0.005841936	0.01307359	0.010989112	0.010194438	0.006094618	0.008175755	0.008358643	0.014540982	0.01157293	0.008966735	0.012204431	0.009701392	0.009421547	0.03011657	0.009505755	0.007871331	0.009468855	0.032865516	0.020133432	0.022902553	0.039267019	0.013664458	0.015736515	0.01539136	0.011563928	0.015456406	0.015849217	0.029988516	0.021094669	0.012979675	0.018346128	0.01558264	0.015192196	0.016920168	0.011976211	0.016490165	0.011949633	0.013007688	0.015225216	0.019385588	0.008502018	0.027469575	0.01163663	0.011371614	0.009042577	0.012452827	0.011450377	0.013696096	0.014689652	0.011833272	0.024187446	0.013379552	0.021632536	0.02766346	0.011311897	0.011635699	0.024125932
Melezitose	0.605856023	0.59558777	0.598020749	0.623688515	0.633352251	0.612086924	0.643619437	0.624729011	0.260005937	0.193171105	0.162790849	0.20271627	0.630985279	0.254963966	0.708680208	0.205970548	0.419785412	0.453354969	0.541529323	0.465370108	0.688429609	0.423346711	1.052067748	0.45634191	0.415053484	0.447819227	0.189277584	0.548247726	0.471946296	0.28986944	0.526301969	0.503396911	0.404723135	0.351053319	0.486415745	0.486746678	0.579959993	0.46952308	0.342731297	0.391314317	0.528291053	0.141583007	0.196752098	0.350681647	1.095642176	0.314683287	0.399215361	0.352429375	0.519513468	0.293053973	1.357178878	0.338418556	0.61572132	1.142332824	0.264347042	0.451943549	0.238947769	0.158810586	0.29595344	0.187626567	0.24462534	0.333020084	0.412812355	0.181823709	0.384397456	0.714992067	0.727093014	0.730938185	0.393340365	0.526591939	0.251566746	0.49203295	0.383567119	0.322783273	0.271315936	0.473452788	0.338483026	0.811025243	0.396570574	0.250738023	0.493975551	0.372180145	0.461140252	0.5279838	0.741171544	0.505456619	0.16578117	0.284412046
Indoleacetic acid	0.031388285	0.030738645	0.032109646	0.032760204	0.033547155	0.033546262	0.034062452	0.034527909	0.036635218	0.032655773	0.01311197	0.03777409	0.090121383	0.010196209	0.028693669	0.017931177	0.018276872	0.039500219	0.025688064	0.03032108	0.008318114	0.010190521	0.012938092	0.015025473	0.024439181	0.032738914	0.095425329	0.038406003	0.021053428	0.048439726	0.020098285	0.012404347	0.012247914	0.015391926	0.011661271	0.011610877	0.031218444	0.028479096	0.051871402	0.031621507	0.105995094	0.021052472	0.028117187	0.040254081	0.050358441	0.024073564	0.03886475	0.032795208	0.022823201	0.024869162	0.02752662	0.040071171	0.05723389	0.028559565	0.037719261	0.046391802	0.029535402	0.020114071	0.03103621	0.04220023	0.028659853	0.02745005	0.064990684	0.016838175	0.026834414	0.050297279	0.033937871	0.039263394	0.040309884	0.06027921	0.062544268	0.036508212	0.024490552	0.029728423	0.025861972	0.017023132	0.036775055	0.050208926	0.030996301	0.033981968	0.042977654	0.033761146	0.027536963	0.048876944	0.034430178	0.027983748	0.060134625	0.053863913
Maltotriose	0.267113056	0.276445683	0.262576354	0.269615637	0.274136577	0.277150598	0.292227855	0.306849905	0.263237487	0.273172035	0.257668225	0.240708216	0.267742713	0.250125385	0.286129655	0.25144079	0.264989429	0.268489894	0.247383678	0.267548897	0.279778309	0.264672657	0.289168317	0.266719631	0.272791521	0.267903253	0.228646705	0.269176141	0.231891709	0.230112406	0.269340957	0.248637469	0.23613398	0.250745559	0.257660367	0.255789426	0.255545556	0.25857419	0.25666331	0.274524222	0.283332554	0.247834625	0.251861332	0.242074595	0.286428517	0.253744785	0.268551554	0.254012632	0.305441074	0.275597433	0.311007485	0.29055121	0.266638955	0.304808125	0.279448839	0.286241317	0.245728612	0.242310476	0.262103714	0.274026599	0.26686784	0.262793509	0.266401995	0.26183503	0.261805391	0.276326449	0.269206988	0.286184193	0.258728629	0.304686256	0.258913597	0.265620857	0.261711139	0.255114714	0.25214652	0.284938359	0.285277192	0.302879967	0.271392828	0.25841586	0.275260751	0.287044975	0.278992176	0.295580843	0.306753994	0.271267357	0.275585347	0.281590144
1-hexadecanol	0.002928056	0.003218056	0.00331874	0.003516597	0.003713973	0.003678209	0.003913615	0.004107307	0.00400387	0.004037094	0.003305733	0.003621213	0.002882414	0.000335851	0.003291732	0.002653393	0.002802049	0.002955904	0.002763783	0.002841815	0.002983294	0.002769915	0.003302055	0.002975485	0.003362177	0.003307517	0.00340549	0.003214943	0.003866947	0.003554611	0.003711326	0.003377823	0.003010601	0.004769229	0.003945289	0.004297112	0.004329602	0.00432115	0.003617264	0.003482741	0.003496391	0.003833396	0.003330229	0.003358487	0.004164387	0.003355283	0.00342506	0.002725276	0.005682945	0.004385702	0.004513194	0.004628669	0.004501555	0.004040577	0.004184609	0.004381541	0.000268731	0.004830522	0.003971627	0.00400683	0.004679515	0.004487118	0.004478391	0.003310717	0.004311179	0.00409892	0.004176228	0.004288943	0.004120393	0.005292177	0.004190695	0.004156148	0.004159993	0.003610517	0.003559147	0.003513108	0.004121157	0.003619965	0.003942432	0.000400787	0.004300059	0.006031761	0.004599453	0.005173662	0.000610735	0.004204318	0.000591953	0.005044057
Isohexonic acid	0.003309728	0.003377282	0.003424143	0.003359373	0.003163575	0.003803939	0.00394596	0.003850522	0.002877264	0.001407487	0.005289108	0.004231801	0.002882373	0.00830929	0.005454307	0.000132603	0.001882708	0.002467967	0.001983333	0.002843165	0.002652134	0.003576002	0.005915159	0.001476003	0.004438272	0.002881466	0.001941478	0.002766671	0.002396307	0.003838508	0.003129633	0.003559273	0.002373107	0.002881194	0.006271146	0.003212585	0.002415821	0.006902847	0.005255496	0.002881929	0.003739971	0.004486972	0.002795324	0.00342236	0.000662206	0.003942466	0.003680621	0.002695176	0.00411621	0.002027181	0.011725831	0.005546795	0.00262787	0.010523947	0.003248275	0.002107159	0.002349166	0.002273397	0.002390081	0.001077854	0.002888083	0.003694889	0.006365942	0.000905768	0.004059097	0.003117512	0.005671685	0.003872597	0.001835645	0.006426219	0.002793676	0.002706626	0.00162379	0.003369778	0.002216701	0.004808671	0.003790611	0.003730413	0.001327878	0.00184172	0.003206098	0.004300304	0.003525297	0.003999021	0.002696356	0.004148402	0.003733374	0.00222101
N-(1-methyl-2-{4-[(1-methylethyl)sulfanyl]phenyl}-2-hydroxy]ethyl)octan-1-amine	0.003623371	0.004003755	0.004408755	0.004742088	0.005841214	0.005152613	0.005535392	0.006513805	0.00734096	0.006798682	0.001955346	0.004333567	0.005079849	0.00380556	0.003003972	0.005920764	0.003918798	0.004909935	0.005158255	0.011008896	0.002767433	0.002692079	0.003614955	0.002770312	0.003932182	0.004671723	0.003489149	0.003232511	0.003291347	0.002518015	0.005907736	0.003887845	0.003094045	0.006971908	0.003810286	0.000390761	0.004066515	0.007014604	0.013583587	0.005799488	0.007099044	0.005649964	0.009412186	0.006522362	0.010794977	0.008660323	0.005680555	0.005994758	0.010131173	0.007183113	0.005142268	0.010684158	0.011206336	0.010226606	0.006783314	0.005322158	0.005246712	0.006813951	0.00838047	0.007280289	0.006096488	0.005759104	0.007325064	0.005183713	0.009563767	0.006435966	0.007874852	0.004395696	0.005196359	0.006783161	0.009570465	0.005739634	0.006255611	0.006279872	0.004937277	0.005429021	0.006030093	0.006641983	0.010284607	0.004182223	0.007155909	0.008576122	0.010868304	0.010699463	0.010630849	0.007481688	0.008023676	0.006182593
D-glucuronic acid	0.0046333	0.006617316	0.006752139	0.008418954	0.010046578	0.011378355	0.011780119	0.012315434	0.004242738	0.003358983	0.002972677	0.005565229	0.004408318	0.005991176	0.00521313	0.005747348	0.002726914	0.005269512	0.003877791	0.0042164	0.005934923	0.00863692	0.00761305	0.004124998	0.006325701	0.004526413	0.003435634	0.004788131	0.004624428	0.007912124	0.005404501	0.005322682	0.004870766	0.005155125	0.005658086	0.005772713	0.006431914	0.006188306	0.007643916	0.007137218	0.007717238	0.004271608	0.003439567	0.00543981	0.012355265	0.008091693	0.005254783	0.006578097	0.00506337	0.004239682	0.013005643	0.012155031	0.00738853	0.012264817	0.006570872	0.007380315	0.004205053	0.005638779	0.008230768	0.004156378	0.0057297	0.005523932	0.008534389	0.005396627	0.006874642	0.006722854	0.007493766	0.007351705	0.00547178	0.009443813	0.007072873	0.007887796	0.007416382	0.007258686	0.00563406	0.005598399	0.006019019	0.011677512	0.003942319	0.004959521	0.005743392	0.008191414	0.011007169	0.011056345	0.012420255	0.010408268	0.004586048	0.009189513
"2-amino[1,3]thiazolo[4,5-d]pyrimidine-5,7-diol"	0.0020498	0.0000262	0.002256437	0.0000171	0.002383736	0.000038	0.0000794	0.0000832	0.002937057	0.002999333	0.001508916	0.000959026	0.000093	0.001315975	0.001721555	0.037449669	0.000802174	0.000387356	0.003165376	0.000294562	0.0000165	0.000837395	0.002474922	0.0000561	0.001223939	0.00368824	0.0000856	0.004052621	0.0000742	0.0000219	0.00019169	0.00005	0.000305892	0.000317155	0.000132623	0.000119415	0.001800041	0.002529744	0.001945875	0.011621481	0.003034685	0.002897349	0.001281841	0.001789073	0.000742788	0.0025108	0.000977371	0.001985835	0.002420691	0.003580894	0.00220188	0.002034218	0.012226502	0.004397029	0.004812006	0.00719958	0.002216099	0.001163391	0.000021	0.004422475	0.003246955	0.004053487	0.004513806	0.003994577	0.000475888	0.000151042	0.000817866	0.000161502	0.00119859	0.000221568	0.005652579	0.004850818	0.002056208	0.003862697	0.003171324	0.000671098	0.001786557	0.001412352	0.000693054	0.002010774	0.000311058	0.002388637	0.00018122	0.01025029	0.002489142	0.00257582	0.01089832	0.001603641
2-monoolein	0.098160285	0.096865104	0.097720365	0.100383736	0.10484468	0.106870669	0.110604941	0.112466476	0.075884371	0.025459894	0.066653018	0.107323095	0.026303477	0.070996529	0.081191891	0.055763626	0.03670001	0.052336856	0.151222443	0.018883487	0.064715785	0.032136449	0.107840702	0.09967914	0.01923639	0.167756725	0.013660387	0.187408269	0.069648077	0.237535155	0.271704697	0.059488566	0.027083303	0.058930705	0.009242011	0.017157026	0.084877164	0.136599073	0.144452239	0.157302909	0.082504719	0.062194427	0.055055878	0.09192889	0.159694887	0.018525906	0.041960747	0.086225069	0.101795618	0.03009272	0.049438113	0.202696975	0.053528147	0.127441922	0.12405858	0.179998108	0.052901779	0.097201872	0.514877218	0.033946599	0.269915209	0.043876158	0.214239136	0.105239843	0.083236629	0.210222156	0.048357957	0.183912021	0.099285629	0.278036114	0.422790163	0.085906899	0.042341688	0.083562709	0.008990991	0.033324046	0.12748615	0.118124003	0.122278462	0.083855821	0.081005542	0.111692737	0.073906901	0.272092278	0.474341223	0.02696843	0.039090691	0.300476029
1-kestose	1.062964665	1.036533495	1.053241689	1.10181006	1.147060997	1.054923799	1.133325611	1.09431808	7.653669281	5.939150705	4.617555917	7.614653089	4.282831299	10.0698139	1.374972815	6.255711959	0.61339279	4.338741643	1.764262958	3.54070784	1.676145928	7.514624489	1.882952274	1.079057195	4.054295134	0.814547535	5.258920404	0.989852217	1.039313575	5.600401735	0.908223768	0.818150196	1.48465258	1.517899501	0.855144389	0.648682183	0.758132412	8.619430688	3.764239493	7.073680729	4.71804428	3.580845691	1.963051772	2.83294483	3.879374336	4.863859083	1.926458271	0.506515189	4.697798519	3.510774222	11.79019102	7.274882906	10.1515016	10.42567984	6.389166976	4.832353964	4.467407974	5.511092658	6.237582728	4.946949194	5.04606237	5.111737859	8.18870352	6.037688811	6.124843786	1.130651101	2.570067649	2.045811822	4.527728812	5.407798468	5.603961923	4.983706137	6.959816475	5.094525006	5.242414859	1.903653736	5.023441105	6.035621857	0.847995771	4.112126418	0.900165153	6.803589603	2.719470422	8.595858355	9.318680933	4.447124102	3.608523377	6.975068281
Gluconic acid	0.011996151	0.012169752	0.012521212	0.012659125	0.014068755	0.0143084	0.014935821	0.015861411	0.015507388	0.010345692	0.017583735	0.019429452	0.010645901	0.024587082	0.022073131	0.128891181	0.006054551	0.010282603	0.008761487	0.009041402	0.010989288	0.013688499	0.01313318	0.005895696	0.013083053	0.006137521	0.006185186	0.008879478	0.012803709	0.019694434	0.010325511	0.01001855	0.007624577	0.007926833	0.010008144	0.009728728	0.008328987	0.03391323	0.014628614	0.015311767	0.012464101	0.017855892	0.011395537	0.016266463	0.022859222	0.039247307	0.010132466	0.007870548	0.015861183	0.006465211	0.059683658	0.019598052	0.015198005	0.037341233	0.015972762	0.0125062	0.014899986	0.007046763	0.010088374	0.007893474	0.008840479	0.011812101	0.01785751	0.005792098	0.014901167	0.007975211	0.015915387	0.010912866	0.011804191	0.029820854	0.009042551	0.007498891	0.00990634	0.007895187	0.009624392	0.013791412	0.005956122	0.01495133	0.008118941	0.009359905	0.008810173	0.011289077	0.013174473	0.017359179	0.022604618	0.010320442	0.007087797	0.013980556
Acebutolol	0.059601266	0.059204255	0.061204841	0.061823161	0.064546357	0.067383918	0.07191642	0.073825498	0.151089552	0.130316784	0.087839635	0.100776138	0.07383765	0.092931693	0.098391877	0.094580574	0.095823033	0.118886637	0.08903776	0.062901494	0.073269289	0.073242323	0.071492751	0.083773189	0.079256998	0.090183727	0.087875565	0.084117145	0.081545805	0.080050895	0.117164626	0.096304403	0.07897471	0.084190685	0.08472244	0.082171467	0.096394099	0.089073314	0.08639742	0.095541216	0.083299251	0.093945782	0.067926232	0.09215358	0.09288643	0.080711351	0.090792621	0.062029201	0.120280403	0.081544555	0.109119737	0.095854412	0.083728693	0.092951949	0.089229049	0.104702827	0.0812383	0.093568568	0.093750823	0.087397715	0.104520625	0.085428469	0.099694624	0.095301987	0.110611622	0.09200755	0.112806175	0.106077863	0.086702274	0.127793148	0.089100301	0.103811097	0.094917899	0.09953124	0.087423838	0.08749572	0.095116186	0.108776991	0.074895894	0.076805903	0.089228377	0.12336921	0.088342856	0.104863945	0.124854293	0.09764298	0.095027286	0.109100994
Saccharic acid	0.003472891	0.003207997	0.003036502	0.004663481	0.006629291	0.008026041	0.01001866	0.010749624	0.004615576	0.004589515	0.003160006	0.000231945	0.003161064	0.003361267	0.003904307	0.003326437	0.005947744	0.004196114	0.003573624	0.003397869	0.008175005	0.003115113	0.009804214	0.009887336	0.003981381	0.014881992	0.000271207	0.015644133	0.003400734	0.004094739	0.004613712	0.004226323	0.003307798	0.003542398	0.003502395	0.00023592	0.003447178	0.003964736	0.003337279	0.004512729	0.0044772	0.005132713	0.000335713	0.006069906	0.000462228	0.004892328	0.00547841	0.004459195	0.007893647	0.005775997	0.006880628	0.006567083	0.007112094	0.007379678	0.007375361	0.009350011	0.007530343	0.008515053	0.00889339	0.008855182	0.010046383	0.008362886	0.009789514	0.009969539	0.010824428	0.01131954	0.011135844	0.010671769	0.010717278	0.013381991	0.009631084	0.009337512	0.010500828	0.010802981	0.010322995	0.009721101	0.011138541	0.011510264	0.010198195	0.00940264	0.012059089	0.015335172	0.013109249	0.01429438	0.016399694	0.013046423	0.013013397	0.015099196
Serotonin	0.010925379	0.011390429	0.01271925	0.012054934	0.013309255	0.013552764	0.015416278	0.015125275	0.001479979	0.001295683	0.000805321	0.001345295	0.001536323	0.001202739	0.000719155	0.001582747	0.000416857	0.000623974	0.002179981	0.001991186	0.000678379	0.001192414	0.000286295	0.000841388	0.00210488	0.001102716	0.000937759	0.000960968	0.001101586	0.002123083	0.001093172	0.001370432	0.000384122	0.0000938	0.000381785	0.000183601	0.000207388	0.002468132	0.06604905	0.045720233	0.095068418	0.000541662	0.048921416	0.040868128	0.070583331	0.064447374	0.08355188	0.000990379	0.001498986	0.001661197	0.02086695	0.00046062	0.000458209	0.016441049	0.000755089	0.000544142	0.015565137	0.011011211	0.022667059	0.001296162	0.005007056	0.017426089	0.004207976	0.003228536	0.00724	0.025474811	0.006999542	0.00038773	0.001990062	0.004810873	0.016168472	0.008536635	0.004355993	0.005529477	0.002349736	0.000185002	0.008004934	0.005676001	0.011635334	0.00246459	0.00412821	0.000341777	0.050794348	0.003983641	0.003124802	0.012625496	0.00831822	0.00505764
1-tetracosanol	0.003082075	0.001464273	0.001278338	0.001041775	0.00054509	0.000676807	0.000534572	0.00046074	0.010346521	0.009754448	0.006031921	0.005242599	0.005089329	0.004950076	0.004140393	0.003521923	0.004030906	0.003162379	0.003025554	0.002661164	0.002077131	0.00242884	0.002329299	0.001962882	0.001850316	0.001798124	0.001734756	0.001529988	0.001217963	0.001421614	0.001495042	0.001234798	0.00106599	0.00172627	0.001225412	0.001364974	0.001198311	0.001703138	0.001333579	0.001589335	0.0013055	0.001286383	0.001010507	0.001002617	0.001316027	0.000913354	0.00106819	0.000859921	0.001229758	0.001135442	0.000997024	0.00096721	0.00108748	0.000843421	0.000805769	0.000718174	0.000706373	0.000888428	0.000722055	0.00087174	0.000713953	0.000626993	0.000598905	0.000500624	0.00070384	0.001255988	0.000730648	0.00076465	0.000896199	0.001177555	0.00087982	0.00067125	0.000955713	0.000812178	0.000685749	0.000609967	0.000702991	0.000695242	0.000543795	0.000409706	0.000594642	0.000843271	0.000636841	0.000771901	0.000727858	0.000957193	0.0000657	0.000638951
Xanthine	0.002391619	0.002421008	0.002739982	0.003228124	0.004186976	0.003780586	0.004148192	0.004307451	0.001642184	0.004493485	0.002154116	0.002763908	0.002718908	0.002350543	0.010622845	0.004192268	0.003287567	0.001953901	0.002619535	0.001476944	0.009716078	0.004390951	0.004102624	0.004658882	0.003796513	0.007254719	0.002368688	0.005339497	0.002540229	0.002894936	0.007290493	0.006911017	0.005615453	0.005232032	0.013810873	0.00330235	0.003008847	0.006402748	0.003837354	0.003678215	0.00436707	0.005050813	0.003020478	0.004583725	0.003279206	0.004850292	0.003909891	0.004036338	0.003001815	0.003492013	0.002495241	0.005498143	0.006328082	0.004468305	0.003154698	0.012936466	0.002386807	0.002218997	0.003821983	0.002064018	0.008283956	0.00323358	0.003205238	0.002041703	0.004593526	0.003301169	0.003102275	0.008071762	0.006198853	0.006519129	0.004234207	0.002742949	0.002108564	0.002580423	0.002898994	0.003400998	0.003534822	0.003537669	0.002103224	0.00165035	0.006974265	0.003984231	0.004640215	0.002644942	0.002705151	0.003054457	0.006948139	0.002569014
